Lift,Load (Btu),Load (Tons),kW,kW/Ton,Load(%)
14.80809402,5191.07783,0.432589819,0,0,0.017303593
15.47548676,7346.960186,0.612246682,0,0,0.024489867
15.54795074,7711.911887,0.642659324,0,0,0.025706373
14.82928848,5039.485981,0.419957165,0,0,0.016798287
28.15119553,16769399.46,1397.449955,861.7770837,0.616678315,55.89799819
35.05157852,18458408.83,1538.200736,785.0779056,0.51038716,61.52802945
3.57698822,3006.290511,0.250524209,0,0,0.010020968
3.707206726,3051.525061,0.254293755,0,0,0.01017175
3.837425232,3096.75961,0.258063301,0,0,0.010322532
3.968048096,3142.674233,0.261889519,0,0,0.010475581
4.100833893,3192.267725,0.26602231,0,0,0.010640892
4.192230225,3241.867694,0.270155641,0,0,0.010806226
4.26783371,3311.236784,0.275936399,0,0,0.011037456
4.343437195,3434.473674,0.286206139,0,0,0.011448246
4.41904068,3506.955773,0.292246314,0,0,0.011689853
4.494651794,3553.229284,0.29610244,0,0,0.011844098
4.570259094,3598.402305,0.299866859,0,0,0.011994674
4.654903412,3659.587759,0.304965647,0,0,0.012198626
4.788089752,3814.107694,0.317842308,0,0,0.012713692
4.761917114,3971.819524,0.33098496,0,0,0.013239398
4.689174652,4081.02931,0.340085776,0,0,0.013603431
4.616424561,4102.832485,0.341902707,0,0,0.013676108
4.543685913,4018.099025,0.334841585,0,0,0.013393663
4.470939636,3906.894931,0.325574578,0,0,0.013022983
4.398193359,3797.229926,0.316435827,0,0,0.012657433
4.311748505,3664.004925,0.305333744,0,0,0.01221335
4.198959351,3472.80338,0.289400282,0,0,0.011576011
4.175949097,3285.961443,0.27383012,0,0,0.010953205
4.152942657,3123.135104,0.260261259,0,0,0.01041045
4.129936218,2982.651482,0.24855429,0,0,0.009942172
4.106925964,3016.855966,0.251404664,0,0,0.010056187
4.133964539,3068.384823,0.255698735,0,0,0.010227949
4.283294678,3119.358015,0.259946501,0,0,0.01039786
4.433124542,3170.640003,0.26422,0,0,0.0105688
4.583984375,3223.125347,0.268593779,0,0,0.010743751
4.734844208,3275.039062,0.272919922,0,0,0.010916797
4.885704041,3364.754781,0.280396232,0,0,0.011215849
5.036567688,3491.011766,0.290917647,0,0,0.011636706
5.187427521,3566.744011,0.297228668,0,0,0.011889147
5.296195984,3638.585916,0.303215493,0,0,0.01212862
5.323406219,3710.814466,0.309234539,0,0,0.012369382
5.37260437,3824.411645,0.31870097,0,0,0.012748039
5.458679199,4009.503679,0.334125307,0,0,0.013365012
5.544742584,4198.505643,0.34987547,0,0,0.013995019
5.630813599,4358.269628,0.363189136,0,0,0.014527565
5.702899933,4489.087562,0.37409063,0,0,0.014963625
5.543781281,4455.122938,0.371260245,0,0,0.01485041
5.384658813,4420.757482,0.368396457,0,0,0.014735858
5.225536346,4385.998614,0.365499885,0,0,0.014619995
5.072132111,4362.136324,0.36351136,0,0,0.014540454
4.925514221,4351.433088,0.362619424,0,0,0.014504777
4.778892517,4340.508696,0.361709058,0,0,0.014468362
4.632270813,4278.42494,0.356535412,0,0,0.014261416
4.563789368,4231.540548,0.352628379,0,0,0.014105135
5.787712097,4303.126311,0.358593859,0,0,0.014343754
8.139755249,4371.954549,0.364329546,0,0,0.014573182
14.05168915,4438.010901,0.369834242,0,0,0.01479337
14.54507065,4602.772509,0.383564376,0,0,0.015342575
15.07623291,4831.910401,0.4026592,0,0,0.016106368
15.60739136,5054.162156,0.42118018,0,0,0.016847207
16.45072937,5995.364222,0.499613685,0,0,0.019984547
17.86450577,8088.620076,0.674051673,0,0,0.026962067
18.06322098,7976.124614,0.664677051,0,0,0.026587082
18.45396423,8229.24842,0.685770702,0,0,0.027430828
18.96064758,8717.50391,0.726458659,0,0,0.029058346
19.15516663,8583.603673,0.715300306,0,0,0.028612012
19.481987,8712.742255,0.726061855,0,0,0.029042474
19.83798981,8902.382766,0.74186523,0,0,0.029674609
20.20314789,9056.419094,0.754701591,0,0,0.030188064
20.48552704,9098.475142,0.758206262,0,0,0.03032825
20.47816467,8658.711383,0.721559282,0,0,0.028862371
20.3464241,7934.596554,0.661216379,0,0,0.026448655
20.60771179,8066.442155,0.672203513,0,0,0.026888141
20.81594467,8080.3351,0.673361258,0,0,0.02693445
20.90544891,7823.981884,0.65199849,0,0,0.02607994
20.76211548,7026.21893,0.585518244,0,0,0.02342073
20.90185165,6778.46673,0.564872227,0,0,0.022594889
20.72380829,5725.03841,0.477086534,0,0,0.019083461
20.29264832,4013.866604,0.334488884,0,0,0.013379555
20.06581497,2774.970561,0.231247547,0,0,0.009249902
20.38712311,2777.061804,0.231421817,0,0,0.009256873
20.73736191,2843.911123,0.236992594,0,0,0.009479704
21.08760071,2910.242986,0.242520249,0,0,0.00970081
21.42943192,3018.109226,0.251509102,0,0,0.010060364
21.72621918,3358.718149,0.279893179,0,0,0.011195727
22.02300644,3600.389504,0.300032459,0,0,0.012001298
22.27558136,3560.697804,0.296724817,0,0,0.011868993
22.49749756,3387.112911,0.282259409,0,0,0.011290376
22.71940994,3160.680394,0.263390033,0,0,0.010535601
22.94132614,2881.424593,0.240118716,0,0,0.009604749
23.16323471,2549.347446,0.212445621,0,0,0.008497825
52.4188652,31509425.22,2625.785435,1429.361464,0.544355775,105.0314174
55.5696373,29398245.64,2449.853804,1309.566227,0.534548725,97.99415215
56.83368301,29874595.14,2489.549595,1374.807193,0.552231293,99.58198379
57.91088867,30043255.15,2503.604596,1408.236053,0.562483411,100.1441838
57.92832565,29426150.82,2452.179235,1409.708075,0.574879705,98.08716939
57.31557083,30111047.26,2509.253938,1399.303793,0.557657307,100.3701575
55.15240097,31379155.69,2614.929641,1431.280114,0.547349379,104.5971856
54.97945023,30886913.43,2573.909452,1417.013985,0.55052985,102.9563781
54.40917969,31316064.77,2609.672064,1423.741867,0.545563516,104.3868826
52.75502396,32730606.02,2727.550501,1453.758183,0.532990382,109.1020201
23.80154037,3840.503921,0.320041993,0,0,0.01280168
24.10744095,3962.085731,0.330173811,0,0,0.013206952
24.41333771,4084.799636,0.34039997,0,0,0.013615999
24.75736237,4208.665074,0.350722089,0,0,0.014028884
25.26398468,4738.418319,0.394868193,0,0,0.015794728
25.83519745,5545.870237,0.462155853,0,0,0.018486234
26.40641785,6406.712827,0.533892736,0,0,0.021355709
27.23299789,8082.881778,0.673573482,0,0,0.026942939
28.75233078,11911.20006,0.992600005,0,0,0.039704
28.9220314,11323.23846,0.943603205,0,0,0.037744128
28.80153275,9675.989726,0.806332477,0,0,0.032253299
28.03116989,6736.101663,0.561341805,0,0,0.022453672
56.72799301,30060794.5,2505.066209,1372.426934,0.547860543,100.2026483
57.23999786,29844187.27,2487.015606,1415.04708,0.568973945,99.48062423
58.19602203,30430169.29,2535.847441,1409.656666,0.555891748,101.4338976
58.58880615,29388638.64,2449.05322,1399.017952,0.571248489,97.96212881
58.01905823,29623527.14,2468.627262,1408.479563,0.570551733,98.74509048
58.85322952,29310804.36,2442.56703,1415.958861,0.579701127,97.70268119
59.02638245,30189042.62,2515.753552,1407.129141,0.559327101,100.6301421
56.70940399,30787453.78,2565.621149,1406.492976,0.548207586,102.6248459
26.74863052,10913.32249,0.909443541,0,0,0.036377742
27.27558517,11754.89584,0.979574654,0,0,0.039182986
27.19411087,10715.51713,0.892959761,0,0,0.03571839
26.95492172,9307.552602,0.775629384,0,0,0.031025175
26.96923828,8775.851889,0.731320991,0,0,0.02925284
27.27762604,9742.524118,0.81187701,0,0,0.03247508
27.78715134,11243.8151,0.936984592,0,0,0.037479384
27.86668777,11392.80083,0.949400069,0,0,0.037976003
28.20458603,12346.96973,1.028914144,0,0,0.041156566
28.13034058,11689.02876,0.97408573,0,0,0.038963429
27.95158386,10371.0091,0.864250759,0,0,0.03457003
27.92030716,9433.306151,0.786108846,0,0,0.031444354
52.0589447,25667317.3,2138.943108,1152.724159,0.538922309,85.55772434
55.0688858,28044449.32,2337.037444,1267.196301,0.542223363,93.48149775
56.81103516,30110744.56,2509.228713,1397.01693,0.556751532,100.3691485
57.65471268,30607854.73,2550.654561,1414.929562,0.554731944,102.0261824
56.67343903,30814454.83,2567.871235,1408.797228,0.54862456,102.7148494
56.72678757,30022950.34,2501.912528,1417.788297,0.566681801,100.0765011
56.29980087,30733950.55,2561.162546,1397.794692,0.545765709,102.4465018
57.11146164,29831188.84,2485.932403,1406.248833,0.565682651,99.43729612
58.12052917,29361264.59,2446.772049,1412.967451,0.577482259,97.87088198
57.64088058,30743006.48,2561.917207,1407.328294,0.54932622,102.4766883
57.40143204,29712931.96,2476.077663,1406.431153,0.56800769,99.04310653
56.77896881,30828496.78,2569.041398,1416.895593,0.55152696,102.7616559
56.68468475,30722306.51,2560.192209,1416.962904,0.55345958,102.4076884
52.08311081,31788309.78,2649.025815,1423.344335,0.537308594,105.9610326
48.14844131,34044465.4,2837.038784,1421.728349,0.501131094,113.4815513
24.37387848,8419.43719,0.701619766,0,0,0.028064791
24.57503128,8492.444398,0.7077037,0,0,0.028308148
24.72766113,8437.718896,0.703143241,0,0,0.02812573
24.7477951,8040.266239,0.670022187,0,0,0.026800887
25.00505829,7718.59041,0.643215867,0,0,0.025728635
25.02759171,8997.886559,0.74982388,0,0,0.029992955
25.94692993,13197.40503,1.099783752,0,0,0.04399135
26.38653183,16106.87169,1.342239307,0,0,0.053689572
26.63532639,17918.79258,1.493232715,0,0,0.059729309
26.91388702,19593.50369,1.632791974,0,0,0.065311679
26.90866852,19289.73521,1.607477934,0,0,0.064299117
26.76387405,17697.72321,1.474810267,0,0,0.058992411
51.37496948,27329431.57,2277.452631,1182.486234,0.519214414,91.09810524
51.93952942,28120228.78,2343.352399,1245.461512,0.531487075,93.73409595
52.77217865,29722174.94,2476.847912,1325.623704,0.535205936,99.07391648
53.82458115,30893942.55,2574.495212,1398.12766,0.543068658,102.9798085
53.8900528,29867712.91,2488.976075,1317.252736,0.529234792,99.55904302
55.4165535,30490469.49,2540.872458,1405.067897,0.552986394,101.6348983
22.87652588,10726.61055,0.893884212,0,0,0.035755368
22.27774429,9243.971939,0.770330995,0,0,0.03081324
21.40014648,7102.3039,0.591858658,0,0,0.023674346
19.99682236,3461.417903,0.288451492,0,0,0.01153806
19.84144211,2743.186352,0.228598863,0,0,0.009143955
19.78633118,2540.545096,0.211712091,0,0,0.008468484
19.73122025,2502.921603,0.2085768,0,0,0.008343072
19.70593262,2522.838793,0.210236566,0,0,0.008409463
19.98035049,2621.632766,0.218469397,0,0,0.008738776
20.22357941,2649.991455,0.220832621,0,0,0.008833305
20.27606964,2228.750679,0.185729223,0,0,0.007429169
20.32854843,1778.168613,0.148180718,0,0,0.005927229
20.38102722,1123.929336,0.093660778,0,0,0.003746431
20.43350983,448.9850319,0.037415419,0,0,0.001496617
20.27521133,-246.6642759,-0.020555356,0,0,-0.000822214
41.93200302,24404060.44,2033.671704,1010.079918,0.496677962,81.34686815
43.60747147,25843517.74,2153.626478,1071.154262,0.49737235,86.14505912
46.51263046,30275296.45,2522.941371,1237.194708,0.490377907,100.9176548
47.9844017,31382272.46,2615.189371,1370.978663,0.524236859,104.6075749
48.41391754,31673752.21,2639.479351,1388.539902,0.526065832,105.579174
48.96659088,32144279.82,2678.689985,1408.597637,0.525853176,107.1475994
49.78420639,31895328.57,2657.944048,1414.734788,0.53226658,106.3177619
50.64550781,31849053.39,2654.087783,1421.655164,0.535647379,106.1635113
50.7148056,32328799.13,2694.066594,1427.922211,0.530024838,107.7626638
50.13693237,32340343.51,2695.028626,1432.889538,0.531678782,107.801145
50.153965,32649854.5,2720.821208,1446.459002,0.531625892,108.8328483
50.68143463,32726106.22,2727.175519,1454.379061,0.53329133,109.0870207
16.1236763,1697.388007,0.141449001,0,0,0.00565796
16.3764801,1947.827696,0.162318975,0,0,0.006492759
16.44634247,1811.392066,0.150949339,0,0,0.006037974
16.49744034,1663.023506,0.138585292,0,0,0.005543412
16.54853821,1515.624229,0.126302019,0,0,0.005052081
16.85432053,1498.454371,0.124871198,0,0,0.004994848
17.22097015,1598.497987,0.133208166,0,0,0.005328327
17.58763123,1697.825427,0.141485452,0,0,0.005659418
17.95428085,1796.41233,0.149701028,0,0,0.005988041
18.32093811,1894.283058,0.157856921,0,0,0.006314277
18.64838791,1933.443188,0.161120266,0,0,0.006444811
18.97335434,1997.111642,0.16642597,0,0,0.006657039
19.19919968,2061.566068,0.171797172,0,0,0.006871887
19.41070175,1926.614658,0.160551222,0,0,0.006422049
19.62220383,1659.78403,0.138315336,0,0,0.005532613
19.8337059,1379.136535,0.114928045,0,0,0.004597122
20.04521561,1084.680709,0.090390059,0,0,0.003615602
20.25671768,776.4165518,0.064701379,0,0,0.002588055
53.64056396,30490392.29,2540.866024,1404.259796,0.552669752,101.634641
54.12612534,31182167.37,2598.513947,1415.501989,0.54473519,103.9405579
54.48412323,31081604.74,2590.133729,1412.984203,0.54552558,103.6053491
54.49038315,31415698.62,2617.974885,1412.8123,0.539658462,104.7189954
54.80590439,31367501.98,2613.958498,1414.331869,0.541068984,104.5583399
52.18150711,31928978.3,2660.748192,1407.49145,0.528983334,106.4299277
48.38776016,33357170.84,2779.764236,1416.539066,0.509589643,111.1905695
48.47348404,33281346.13,2773.445511,1441.651686,0.519805304,110.9378204
49.32820511,33935177.87,2827.93149,1437.166771,0.508204239,113.1172596
16.58518982,1791.784508,0.149315376,0,0,0.005972615
16.7612381,1898.048807,0.158170734,0,0,0.006326829
17.04686356,2001.337948,0.166778162,0,0,0.006671126
17.28698349,2002.117211,0.166843101,0,0,0.006673724
17.51502228,1976.217045,0.164684754,0,0,0.00658739
17.7430687,1950.362712,0.162530226,0,0,0.006501209
17.96051025,1950.059104,0.162504925,0,0,0.006500197
18.16018295,2297.944153,0.191495346,0,0,0.007659814
18.35985565,2603.385706,0.216948809,0,0,0.008677952
18.55952835,2866.383359,0.23886528,0,0,0.009554611
18.75920105,3086.953163,0.257246097,0,0,0.010289844
18.84112549,2716.680196,0.226390016,0,0,0.009055601
18.90339661,2083.918104,0.173659842,0,0,0.006946394
18.96566391,1270.277111,0.105856426,0,0,0.004234257
49.77809525,29734011.87,2477.834323,1270.391946,0.512702538,99.1133729
52.06682205,30905895.59,2575.491299,1400.926627,0.543945393,103.019652
52.6607399,30945747.57,2578.812297,1405.250706,0.544921671,103.1524919
53.24322891,31478523.45,2623.210288,1413.262625,0.538753081,104.9284115
53.56321716,31275227.22,2606.268935,1406.68579,0.539731634,104.2507574
53.75638962,31010654.7,2584.221225,1400.342214,0.541881709,103.368849
41.00982285,28251332.56,2354.277713,1173.533773,0.498468709,94.17110852
16.59019089,2096.041826,0.174670152,0,0,0.006986806
16.62320328,1916.599128,0.159716594,0,0,0.006388664
16.65621567,1994.926974,0.166243915,0,0,0.006649757
16.68922424,2083.42392,0.17361866,0,0,0.006944746
16.80895233,2169.728095,0.180810675,0,0,0.007232427
17.09671783,2253.830577,0.187819215,0,0,0.007512769
17.32505417,2209.233773,0.184102814,0,0,0.007364113
17.5359993,2128.443257,0.177370271,0,0,0.007094811
17.74694824,2048.887863,0.170740655,0,0,0.006829626
17.95903015,2024.985266,0.168748772,0,0,0.006749951
18.19805527,2262.577503,0.188548125,0,0,0.007541925
18.43707657,2735.408769,0.227950731,0,0,0.009118029
18.6761055,3208.900141,0.267408345,0,0,0.010696334
18.91513062,3683.08893,0.306924078,0,0,0.012276963
18.9944191,3484.129511,0.290344126,0,0,0.011613765
19.02700424,2913.387817,0.242782318,0,0,0.009711293
19.0595932,2137.062443,0.178088537,0,0,0.007123541
18.94344711,780.691447,0.065057621,0,0,0.002602305
47.13234711,31728777.35,2644.064779,1391.034209,0.526096872,105.7625912
47.47102737,32585426.06,2715.452172,1394.385245,0.513500204,108.6180869
47.99537277,33195529.18,2766.294098,1403.508709,0.507360628,110.6517639
48.31988907,32602639.36,2716.886613,1420.430507,0.522815527,108.6754645
48.2041626,33930074.74,2827.506228,1424.9838,0.50397194,113.1002491
46.47626114,34768416.78,2897.368065,1431.496808,0.494067987,115.8947226
46.8658371,33515647.65,2792.970637,1422.308046,0.509245614,111.7188255
47.07540131,32843036.75,2736.919729,1408.847459,0.514756587,109.4767892
47.20851898,33656417.87,2804.70149,1410.05498,0.5027469,112.1880596
47.3644371,33001084.71,2750.090392,1377.799071,0.501001376,110.0036157
48.63806152,31319630.02,2609.969169,1344.695398,0.515215051,104.3987667
16.9681282,5678.72127,0.473226773,0,0,0.018929071
16.23978424,3737.960962,0.311496747,0,0,0.01245987
16.05112076,2936.28978,0.244690815,0,0,0.009787633
16.41592789,3183.72687,0.265310573,0,0,0.010612423
16.76804733,3436.112697,0.286342725,0,0,0.011453709
17.0915184,3693.439977,0.307786665,0,0,0.012311467
17.4149971,3955.708712,0.329642393,0,0,0.013185696
18.11803436,4990.035766,0.415836314,0,0,0.016633453
18.83136749,6065.754079,0.505479507,0,0,0.02021918
19.9650116,7784.098665,0.648674889,0,0,0.025946996
20.47071075,8215.345935,0.684612161,0,0,0.027384486
20.52083206,7699.509442,0.641625787,0,0,0.025665031
21.21785355,8750.904597,0.72924205,0,0,0.029169682
20.85720444,7933.619054,0.661134921,0,0,0.026445397
20.62682343,7382.158655,0.615179888,0,0,0.024607196
20.89733505,7899.265027,0.658272086,0,0,0.026330883
20.66558075,7236.351206,0.603029267,0,0,0.024121171
20.79270172,7127.85542,0.593987952,0,0,0.023759518
20.44829941,5984.041433,0.498670119,0,0,0.019946805
20.20519257,5115.202883,0.426266907,0,0,0.017050676
19.63563538,3600.02261,0.300001884,0,0,0.012000075
19.1030159,2192.387646,0.182698971,0,0,0.007307959
19.1619873,2021.612334,0.168467694,0,0,0.006738708
19.2209549,1854.050987,0.154504249,0,0,0.00618017
19.34336472,1778.144256,0.148178688,0,0,0.005927148
19.63395691,2129.158246,0.177429854,0,0,0.007097194
19.92455292,2554.974417,0.212914535,0,0,0.008516581
20.16514206,2827.253731,0.235604478,0,0,0.009424179
20.26112366,2530.79534,0.210899612,0,0,0.008435984
20.35710526,2071.236344,0.172603029,0,0,0.006904121
20.45308304,1448.559304,0.120713275,0,0,0.004828531
20.54907227,662.8165388,0.055234712,0,0,0.002209388
20.23885727,399.5588574,0.033296571,0,0,0.001331863
42.60359573,26076594.62,2173.049552,1029.531364,0.473772613,86.92198207
44.50719452,27429990.31,2285.832526,1140.776947,0.499064098,91.43330104
47.20384598,31112315.79,2592.692982,1333.002015,0.514138012,103.7077193
47.56791687,31780138.74,2648.344895,1375.003326,0.519193451,105.9337958
47.35363007,32670548.23,2722.545686,1391.184978,0.510986826,108.9018274
47.63576889,32413354.95,2701.112912,1417.100009,0.524635606,108.0445165
47.56657028,32500625.72,2708.385477,1424.311175,0.525889386,108.3354191
48.61640167,33257257.83,2771.438152,1436.793957,0.518429017,110.8575261
48.35259247,32981853.47,2748.487789,1430.152122,0.52034145,109.9395116
48.15559387,33120556.74,2760.046395,1436.822537,0.520579125,110.4018558
48.5641098,34563829.02,2880.319085,1439.863029,0.499897055,115.2127634
46.16094208,33719138.32,2809.928193,1414.904319,0.503537536,112.3971277
,,,0,,
,,,0,,
,,,0,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
